id,title,context,question,answers
5727dd9c4b864d1900163f01,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cuál es el tema central del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f02,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cómo se denomina el tema principal del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f03,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cuál es el foco principal del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f04,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Sobre qué se centra principalmente el mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f05,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Qué representa el núcleo del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f06,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Qué tema se destaca en el centro del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f07,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cuál es el asunto principal que aborda el mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f08,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Qué idea central se expone en el mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f09,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cuál es el concepto principal que se explora en el mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f10,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Qué tema se pone en el centro del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f11,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""El nombre del capitulo"" y dibuja un círculo o una imagen representativa.
Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales",¿Cuál es el punto de enfoque del mapa mental?,"{ 'text': [ 'Nombre del capitulo' ], 'answer_start': [129] }"
5727dd9c4b864d1900163f12,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué áreas clave están representadas como ramas principales en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f13,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuáles son las ramas principales representadas en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f14,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué temas principales se muestran como ramas en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f15,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuáles son las áreas fundamentales que aparecen como ramas principales en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f16,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué secciones clave se representan como las ramas más importantes en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f17,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué temas principales están representados en las ramas del mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f18,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuáles son las áreas de enfoque principales en el mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f19,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué categorías principales se destacan en las ramas del mapa mental?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f20,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué ramas principales en el mapa mental representan las áreas clave?,"{ 'text': [ 'Experiencia de estudiantes universitarios' ], 'answer_start': [116] }"
5727dd9c4b864d1900163f21,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué sección del mapa mental representa aspectos específicos de la experiencia académica?,"{ 'text': [ 'Ramificaciones secundarias' ], 'answer_start': [205] }"
5727dd9c4b864d1900163f22,etica1,"Ramas principales: A partir del centro, traza ramas principales que representen las áreas clave relacionadas con la experiencia de los estudiantes universitarios. Algunas ideas para las ramas principales:
Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Cuáles son las ramas del mapa mental que representan subtemas o detalles específicos de cada área clave de la experiencia universitaria?,"{ 'text': [ 'Ramificaciones secundarias' ], 'answer_start': [205] }"
